Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line,Year,Week
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,8
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,8
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,8
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,8
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,8
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,8
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,8
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,8
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,9
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,9
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,9
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,9
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,9
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,9
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,9
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,9
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,9
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,9
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,9
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,9
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,9
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,9
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,9
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,9
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,10
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,10
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,10
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,10
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,10
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,10
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,10
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,10
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,10
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,10
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,10
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,10
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,10
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,10
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,10
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,10
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,11
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,11
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,11
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,11
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,11
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,11
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,11
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,11
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,11
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,11
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,11
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,11
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,11
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,11
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,11
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,11
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,12
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,12
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,12
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,12
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,12
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,12
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,12
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,12
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,12
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,12
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,12
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,12
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,12
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,12
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,12
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,12
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,13
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,13
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,13
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,13
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,13
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,13
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,13
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,13
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,13
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,13
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,13
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,13
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,13
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,13
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,13
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,13
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,14
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,14
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,14
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,14
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,14
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,14
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,14
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,14
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,14
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,14
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,14
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,14
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,14
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,14
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,14
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,14
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,15
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,15
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,15
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,15
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,15
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,15
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,15
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,15
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,15
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,15
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,15
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,15
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,15
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,15
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,15
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,15
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,16
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,16
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,16
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,16
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,16
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,16
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,16
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,16
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,16
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,16
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,16
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,16
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,16
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,16
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,16
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,16
"September 6, 2018 8:20 PM",at Eagles,-1.0,Falcons,44.5,-104,-106,2018,17
"September 9, 2018 1:00 PM",at Dolphins,-1.0,Titans,43.5,-106,-104,2018,17
"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,+230,-259,2018,17
"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.5,+214,-240,2018,17
"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,+385,-450,2018,17
"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,43.0,-141,+127,2018,17
"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,39.0,+309,-355,2018,17
"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-177,+159,2018,17
"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-105,-105,2018,17
"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,+161,-179,2018,17
"September 9, 2018 4:25 PM",at Cardinals,-2.0,Redskins,43.5,+125,-138,2018,17
"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,+159,-176,2018,17
"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.5,+147,-162,2018,17
"September 9, 2018 8:20 PM",at Packers,-7.0,Bears,45.0,+249,-282,2018,17
"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,+281,-320,2018,17
"September 10, 2018 10:20 PM",Rams,-6.5,at Raiders,47.5,-255,+227,2018,17
